NPI,Segment
1700853520,Community
1568590586,Community
1629079199,Community
1477530319,Unstructured Experts
1609083203,Community
1346341252,Community
1730194168,Established Experts
1053338590,Community
1730295031,Community
1568592772,
1942380373,Rising Stars
1467444943,Community
1598745465,Community
1023081833,Community
1194805598,Community
1306815840,Rising Stars
1154401560,Established Experts
1649287921,Community
1306879804,Community
1174553556,
1144376419,Community
1902859093,Community
1104997725,Community
1114026127,Established Experts
1780607481,Community
1619921129,Community
1891892253,Established Experts
1932193885,Unstructured Experts
1952314130,Community
1578512091,Community
1134155229,Community
1942228366,Unstructured Experts
1568543825,Established Experts
1902866080,Community
1285736595,Community
1437156163,Community
1922072289,Established Experts
1124184304,Community
1972538379,Big 3
1578649422,Unstructured Experts
1811907439,Unstructured Experts
1992779334,Established Experts
1285721514,Unstructured Experts
1982819645,Unstructured Experts
1235106642,Community
1437182870,Rising Stars
1285727727,Community
1528052982,
1881692275,Community
1366439861,Unstructured Experts
1700814621,Community
1790742369,Big 3
1578514998,Community
1912087024,Community
1780789032,Community
1649248162,Community
1013973692,Community
1023039500,Big 3
1427097120,Community
1376519157,Community
1821093436,Community
1871589259,Community
1982631172,Community
1699786996,
1831174663,Community
1225126212,Community
1881691772,Rising Stars
1841254166,Community
1811942717,Community
1427095082,Unstructured Experts
1851312391,Established Experts
1750320107,Community
1003906504,Rising Stars
1043268857,Community
1306815014,Community
1518067230,Community
1295755783,Established Experts
1790785822,Community
1922178375,Rising Stars
1245200609,Community
1669421848,Community
1598806739,Community
1942254412,Community
1619900610,Unstructured Experts
1326148602,Rising Stars
1245291277,Community
1255327102,Community
1033124854,Community
1215982889,Rising Stars
1780676056,Unstructured Experts
1891710695,Community
1508950874,Established Experts
1922167790,Community
1629219407,
1275516361,Established Experts
1255401691,Rising Stars
1205869013,Big 3
1033290077,Community
1568469443,Community
1356346894,Community
1407810740,Community
1730149618,Community
1487615431,Community
1649219585,Community
1164495776,Community
1598722019,Established Experts
1447248034,Unstructured Experts
1982744694,Unstructured Experts
1992728109,Rising Stars
1376603407,Unstructured Experts
1427085810,Rising Stars
1295777852,Community
1508997834,Community
1275607855,
1730132473,Rising Stars
1861579831,Community
1659442036,Established Experts
1790756302,Rising Stars
1699743062,Community
1659372613,Community
1770590945,Community
1215983382,Community
1295786978,Community
1235103110,Community
1265404057,Community
1154405272,Unstructured Experts
1992755813,Community
1295703544,Community
1104800200,Community
1306897210,Community
1699952820,Community
1760435507,Community
1619961133,Community
1366515298,Community
1700895612,Big 3
1750303038,Community
1780670398,Community
1477524353,Community
1316928013,Community
1285607051,Community
1871511352,Community
1346201951,Community
1588612964,Unstructured Experts
1396784443,Community
1528155678,Community
1558473017,Community
1306801287,Established Experts
1407812290,Established Experts
1659336394,Community
1275589723,Community
1992756670,Community
1922199306,Community
1902908858,Community
1316039365,Established Experts
1407815434,Rising Stars
1699745471,Community
1326129677,Established Experts
1932209475,
1215938949,Rising Stars
1255441515,Community
1770585192,Community
1639153562,Community
1962500157,Community
1700861382,Community
1689688269,Big 3
1902861867,Community
1811998982,Community
1801864343,Community
1982665725,Community
1770691552,
1750376497,Community
1194803015,Rising Stars
1568555837,Unstructured Experts
1902878903,Community
1306826102,Community
1326119181,Established Experts
1891760955,Community
1437109584,Community
1366420655,Community
1962474288,Community
1871696021,Community
1558360412,Community
1245339969,Community
1376570192,Established Experts
1770560153,Community
1376504902,Community
1073738613,Community
1376652172,Community
1316941644,Community
1154389732,Unstructured Experts
1538157631,Community
1417044462,Community
1346305174,Community
1376515023,Rising Stars
1134118987,Community
1902851934,Community
1417018136,Community
1114954260,Big 3
1235108929,Community
1497861058,Established Experts
1184680142,Big 3
1164658258,Unstructured Experts
1558363952,Unstructured Experts
1447477385,Community
1215095179,Community
1154315760,Community
1295747137,Community
1275640617,Community
1770550782,Community
1275530362,Community
1942303151,Community
1548294085,Community
1932169349,
1780655936,Community
1699729962,Community
1164531158,Community
1841269248,Community
1922045954,Community
1811917420,Big 3
1558376392,Big 3
1336111434,Community
1528066073,
1255422531,Established Experts
1649266792,Community
1790756138,Community
1952302556,Community
1760583710,Established Experts
1952398893,Community
1104849579,Community
1578514808,Community
1952392318,Community
1811917735,Community
1750380911,Community
1245223312,Community
1972583185,Community
1013990258,Community
1902849466,Community
1881697662,Community
1801969902,Unstructured Experts
1356318430,Community
1679581458,Community
1942265558,Big 3
1063443588,Community
1801884606,Community
1962468777,Community
1720049067,Unstructured Experts
1215983614,Rising Stars
1821036419,Established Experts
1346200250,Rising Stars
1245216092,Community
1023092749,Community
1831182732,Rising Stars
1144230764,Unstructured Experts
1538117866,Unstructured Experts
1346277845,Big 3
1447344973,Community
1134143498,Community
1235128471,Community
1952454365,Established Experts
1285689976,Community
1235242587,Community
1467469197,Unstructured Experts
1205836962,Unstructured Experts
1891743480,Community
1558339788,
1548264435,Community
1841269073,Community
1902847601,Community
1689683880,Community
1790739381,Community
1629185483,Community
1780753319,Unstructured Experts
1265529374,Community
1063423226,Community
1932142296,Established Experts
1346255858,Rising Stars
1578569612,Community
1295729093,Community
1841227394,
1457308652,Rising Stars
1205854692,Community
1457442931,Established Experts
1346289923,Community
1699728667,Community
1225065394,Community
1821043068,Community
1013954908,Community
1841262185,
1497794861,
1932162401,Community
1346376845,Community
1699733196,Community
1225089774,Rising Stars
1598770372,Community
1558380212,Unstructured Experts
1366538753,Community
1679543847,Community
1588729891,
1255430179,Community
1205843901,Rising Stars
1710936612,Community
1285658419,Community
1093875114,Rising Stars
1467431239,Community
1184724437,Community
1437219888,Big 3
1033297239,Rising Stars
1710044599,Unstructured Experts
1407841661,Community
1720058092,Unstructured Experts
1689640476,Community
1396704755,Community
1598780165,Community
1497848295,Community
1043235088,Rising Stars
1750301073,Established Experts
1467416768,Community
1346216124,Rising Stars
1013089218,Unstructured Experts
1275504169,Established Experts
1912978479,Unstructured Experts
1003988718,Rising Stars
1154362168,Community
1245224542,Community
1265546055,Community
1912999558,Community
1366404816,Community
1730188632,Big 3
1689678336,Community
1871579110,Community
1922171610,Community
1689646721,Community
1588640668,Community
1649298365,Unstructured Experts
1033138243,Community
1114928918,Unstructured Experts
1396712543,Community
1902821218,Unstructured Experts
1316932098,Community
1033185863,Big 3
1083721591,
1386688364,Community
1760685861,Established Experts
1912997982,Unstructured Experts
1215923115,Community
1518927482,Community
1659337400,Big 3
1962461285,Community
1487759064,Community
1780669226,Big 3
1770506701,Big 3
1730273368,Community
1740204031,Big 3
1659327211,Community
1588790760,Community
1366499378,Community
1003824046,Unstructured Experts
1720123789,Community
1609866987,Community
1316962046,Community
1679500292,Community
1669438917,Community
1407965494,Community
1003824335,Community
1902810559,Community
1053448142,Big 3
1932139342,Community
1427063924,Rising Stars
1558324285,Community
1730187121,Community
1538174024,Rising Stars
1063411783,Community
1871579409,Community
1609847979,
1881650463,Big 3
1730155961,Community
1932149549,Community
1346358207,Community
1811988934,Established Experts
1609838077,Community
1144280801,Rising Stars
1932168861,Community
1720054539,Community
1932153830,Rising Stars
1902838592,Unstructured Experts
1285630061,Community
1588628978,
1942271812,Community
1366510521,
1083699946,Community
1356322432,Rising Stars
1639164098,Community
1841443066,Community
1992799456,Community
1952338741,Community
1467523696,Rising Stars
1740261114,Community
1801874946,Community
1669452504,Community
1477550556,Unstructured Experts
1841207891,Rising Stars
1740285360,
1881633162,Community
1881644938,Community
1316981632,Community
1578554895,Community
1578560231,Community
1083655120,
1316042583,Community
1033141858,Big 3
1427035880,Community
1538166798,Community
1306835681,
1336202308,Community
1366414609,Community
1316948060,Community
1083604078,Unstructured Experts
1881780229,Community
1508866658,Community
1023022795,Community
1306850607,Big 3
1376565267,Community
1679552392,Unstructured Experts
1811079643,Community
1710961529,Community
1376580415,Community
1477500254,Community
1598768020,Unstructured Experts
1730109919,Community
1811960404,Community
1841241486,
1285662908,Community
1861405342,Community
1073585402,Community
1346228467,Community
1356310080,Community
1356300438,Community
1154316909,Community
1104898717,Community
1023022902,Community
1265483366,Community
1720042955,Community
1689617110,Community
1134228109,Rising Stars
1144281395,Community
1780605253,Community
1669413878,Community
1174656078,Rising Stars
1053387522,Community
1578532503,Community
1427001825,Unstructured Experts
1457563801,Community
1427058619,
1346204609,Big 3
1477538940,Community
1275557423,Rising Stars
1164636502,Unstructured Experts
1659446300,Community
1700895000,Established Experts
1902968928,Unstructured Experts
1285614701,Community
1356390181,Community
1558330100,Community
1811077167,Community
1407856347,Established Experts
1093777104,Rising Stars
1992981518,Community
1063452407,Community
1669562237,Community
1588652580,Community
1881740678,Community
1558317354,Community
1164419792,Community
1245281872,Community
1730107350,Established Experts
1407814247,Community
1467559682,Community
1427166552,Community
1104822675,Community
1881692481,Community
1760454060,Community
1508849019,Unstructured Experts
1801847991,Rising Stars
1295756088,Community
1346201621,Community
1467404533,Community
1013944685,Community
1154345205,Community
1588749220,Established Experts
1336121581,Community
1801868336,Rising Stars
1154461051,Community
1720023880,Community
1770537615,Unstructured Experts
1427122266,Community
1336245133,Community
1174587760,Rising Stars
1205811940,Community
1376517524,
1699802223,Community
1447293634,Community
1235136003,Community
1801807011,Community
1932277746,Unstructured Experts
1477657690,Community
1750554952,Unstructured Experts
1275782120,Community
1053334466,Community
1790771863,Rising Stars
1053308965,Community
1619912326,Community
1467418079,Community
1871550061,Community
1689680183,Community
1336202324,Community
1831191741,Community
1427038850,Rising Stars
1003876269,Unstructured Experts
1528145588,Community
1255386827,Community
1609857440,Big 3
1760449292,Established Experts
1841399615,Rising Stars
1104927110,Community
1821032871,Community
1548243470,Community
1376629055,Established Experts
1871543702,Community
1104821917,Community
1063442952,Community
1861510356,Community
1558457143,Community
1538121876,Community
1629040993,Community
1770526634,Established Experts
1003805847,Community
1053363366,Community
1104997964,Rising Stars
1043206261,Community
1245220698,Community
1255354627,Big 3
1841257532,Unstructured Experts
1821037912,Established Experts
1710921101,Community
1821073537,Community
1184717456,Rising Stars
1891759528,Rising Stars
1811947435,Community
1235170242,Community
1972514495,Established Experts
1619938198,Established Experts
1487604021,Community
1811938806,Unstructured Experts
1174595862,Community
1003998865,Community
1346255031,Community
1922024223,Community
1942294319,Rising Stars
1053401943,Established Experts
1710931472,
1437128147,Community
1467403451,Community
1215980941,Community
1215942719,
1437262482,Community
1679653000,Established Experts
1780675181,Established Experts
1558316091,Unstructured Experts
1336299379,Established Experts
1245259142,Community
1053385245,Big 3
1891811600,Community
1891798492,Community
1417031519,Rising Stars
1548239734,Community
1265528046,Community
1548289648,Community
1255326732,Unstructured Experts
1609844927,
1205888948,Community
1518078567,Community
1134227911,Community
1699773309,Community
1720088867,Unstructured Experts
1912016809,Community
1245239623,Community
1477667426,Community
1043247968,Big 3
1952357196,Community
1437195872,Community
1881601961,Community
1922006295,Community
1750396420,Community
1871593996,Community
1427157866,Community
1902879836,Big 3
1063506970,Established Experts
1275577496,Big 3
1467512590,Community
1396749925,Community
1215934401,Community
1861408676,Community
1578531075,Community
1962583211,Established Experts
1912090143,Community
1316974090,Community
1144305491,Community
1831164417,Unstructured Experts
1932187200,Community
1730167677,Community
1811062094,Unstructured Experts
1568554400,Established Experts
1265595243,Community
1528110400,Unstructured Experts
1447329438,Big 3
1841289519,Community
1447228259,Community
1568428951,Unstructured Experts
1831156207,Big 3
1033172374,Unstructured Experts
1154371904,Community
1629189485,Big 3
1588654164,Community
1053389437,Community
1700892304,Rising Stars
1407847296,Community
1588636203,Community
1073547378,Community
1043273766,Established Experts
1598713687,Community
1700800752,Community
1306838081,Community
1932201183,Community
1124015565,Unstructured Experts
1437268661,Community
1467490953,Community
1811006182,Community
1932196672,Unstructured Experts
1669445029,Community
1073519229,Community
1639245822,Unstructured Experts
1902914351,Community
1861405003,Big 3
1669560827,Community
1528027166,Rising Stars
1619976180,Community
1417971151,Established Experts
1497979702,Community
1427041631,Community
1730184714,Rising Stars
1912931635,Unstructured Experts
1710041686,Community
1093715047,Community
1376621532,Established Experts
1770585788,Community
1912998196,Rising Stars
1992819338,Community
1376528794,Community
1972506749,Community
1447319306,Rising Stars
1982813853,Community
1821098815,Community
1477584142,Community
1568429157,Community
1780777425,Established Experts
1912054446,
1598861510,Unstructured Experts
1588750921,Community
1841287588,Community
1285714741,Big 3
1316919798,Community
1124116041,
1477644805,Unstructured Experts
1477548261,Community
1023104023,Unstructured Experts
1336177369,Community
1780794206,Community
1891734885,Big 3
1861420796,Community
1790774883,Community
1326048430,Community
1841351277,Community
1558553313,Rising Stars
1366478224,Community
1023089554,Community
1801981931,Unstructured Experts
1629164850,Community
1740260868,Community
1811923600,Established Experts
1659363133,Community
1720043763,Big 3
1366500464,
1265452023,Community
1548285737,Unstructured Experts
1013936178,Community
1922046218,Big 3
1356304158,Big 3
1487626297,Community
1275508533,Community
1518924299,
1104832542,Community
1487680278,Big 3
1326026766,Big 3
1396725644,Big 3
1376501734,Community
1053375170,Community
1003885609,Community
1578544284,Community
1629070479,Community
1073504056,Community
1124095682,Community
1295730737,Community
1104878966,Big 3
1144246828,Community
1669423562,Established Experts
1669532974,Rising Stars
1356363519,Big 3
1285659425,Community
1134164643,Big 3
1225058399,Big 3
1235158130,Community
1043252786,Community
1811962327,Community
1871548065,Community
1558477141,Unstructured Experts
1053302141,Community
1033163985,Community
1649291683,Community
1164403192,Community
1144301409,Established Experts
1336225481,Community
1295784023,Community
1558371179,Community
1376512244,Community
1861495426,Community
1255313292,Community
1164459624,Unstructured Experts
1699724385,Unstructured Experts
1215991427,Community
1700818978,Community
1114972544,
1275514135,Rising Stars
1013901768,Big 3
1043299787,Community
1447262878,Community
1851326276,Community
1235232224,Big 3
1114902269,Community
1811943871,Community
1154323681,Community
1306890678,Community
1649474651,Community
1477554343,Community
1306806211,Community
1598775264,Established Experts
1881778900,Unstructured Experts
1326262270,Community
1821085887,Community
1639137169,Community
1487733895,Community
1144288747,Community
1760459069,Community
1942394689,Community
1285633925,Community
1912043738,Community
1275752271,Unstructured Experts
1487614459,Community
1144227257,Community
1114962172,Community
1003806431,Community
1760417703,Unstructured Experts
1598836355,Rising Stars
1790865046,
1164436820,Community
1215025911,Community
1649292095,Community
1033197322,Community
1538150701,Community
1619905338,Community
1114978624,Community
1477518538,Community
1013954221,Community
1942235080,Community
1417043647,Community
1669454401,Community
1316114390,Unstructured Experts
1326045915,Community
1073516803,Community
1437198280,Community
1245231547,Community
1508934423,Community
1992753123,Community
1518030352,Established Experts
1790748267,Community
1174632277,Community
1043246853,Community
1669445235,Community
1811956311,Community
1518970821,Community
1598756850,Community
1659344463,Unstructured Experts
1558312991,Community
1356325914,Rising Stars
1922063551,Rising Stars
1033178272,Rising Stars
1407851363,Community
1407832587,Community
1740221092,Rising Stars
1629051685,
1851493795,Unstructured Experts
1558333005,Rising Stars
1760471619,Community
1972513695,Community
1417399528,Community
1578682894,Community
1417942590,Rising Stars
1508973603,Rising Stars
1417059130,Community
1023051554,Community
1881698389,Community
1003896036,Community
1700835915,Community
1194729996,Community
1912935867,Community
1285694489,Community
1114994068,Community
1376555847,Community
1366443590,Community
1447236476,Community
1417929217,Community
1730234519,Rising Stars
1558471359,
1619984838,
1952390148,Community
1306891494,
1063614840,Community
1336100700,Rising Stars
1366447906,Community
1114920204,Community
1508899485,Community
1154347854,Community
1255403879,Rising Stars
1639137110,Unstructured Experts
1508944950,Community
1124040605,Community
1184733024,Unstructured Experts
1306838735,Unstructured Experts
1780798462,Rising Stars
1689626236,
1811906431,Community
1659345486,Community
1992810048,Established Experts
1679542880,Rising Stars
1770535700,Community
1487768883,Community
1811950538,Community
1548219751,Community
1245249689,Community
1154341063,Big 3
1194763276,Community
1417930678,Community
1972554491,Established Experts
1174624654,Established Experts
1184677585,Community
1033182381,Unstructured Experts
1205825486,Community
1831116466,Community
1003949843,Community
1033122098,Community
1932148194,
1306843958,Community
1336235233,Established Experts
1235167313,
1780773671,Rising Stars
1073612545,Community
1790715761,Unstructured Experts
1730133190,Rising Stars
1093763856,Community
1699710178,Big 3
1639114267,Community
1447214911,Community
1023098514,Community
1063500841,
1558337824,Community
1851379952,Community
1881734366,Community
1902871510,Community
1437186889,
1285631663,Community
1215979125,
1063493716,Community
1558318477,Community
1346235744,
1003833658,Community
1609807882,Community
1043272958,Community
1043298920,Rising Stars
1013916659,Community
1386634954,Unstructured Experts
1275559833,Established Experts
1639258486,Established Experts
1588871586,Big 3
1720059579,Community
1598701500,Rising Stars
1457454456,Community
1982639993,Community
1184707838,Community
1154390391,Community
1386708683,Community
1730177932,Community
1740335025,Community
1376639559,Community
1043233737,Community
1083820716,Established Experts
1366452658,Community
1649358375,Community
1265546386,
1205841715,Community
1275560047,Community
1275582611,Unstructured Experts
1528064722,
1841365665,Rising Stars
1811002272,Community
1376501304,Unstructured Experts
1396714994,Community
1265429583,Community
1043229073,Unstructured Experts
1174675318,Established Experts
1609815166,
1720075401,Community
1629035092,Established Experts
1073589297,Community
1952330185,Community
1417949777,Community
1477764066,Established Experts
1831162148,Community
1992726657,Unstructured Experts
1346211349,Community
1558366534,Community
1972585859,Community
1639118821,Community
1073693321,Community
1033131610,Community
1770575029,Community
1215910336,Community
1073560959,Established Experts
1235123902,Rising Stars
1255303244,Community
1760408785,Community
1659359644,Unstructured Experts
1114978798,Community
1215924782,Community
1538272752,Community
1962494807,Community
1962419507,Community
1952395436,Community
1275525495,Community
1700997301,Community
1598749004,Community
1174636930,
1750365961,Community
1093712291,Community
1538183454,Community
1144488495,Community
1508827049,Unstructured Experts
1790756443,Community
1710995295,Community
1023004017,Community
1245391432,Community
1396748778,Community
1932193083,Community
1053379826,
1568544088,Unstructured Experts
1063419208,Community
1619964111,Community
1952307910,Community
1699736892,Community
1366539488,Established Experts
1568427656,Big 3
1235162447,Community
1205873890,Community
1679689434,Community
1891735858,Community
1215908652,Community
1487695441,Community
1114973617,Community
1033146352,Community
1952392409,Community
1710900758,Rising Stars
1326027053,Community
1508815861,Rising Stars
1396759783,Community
1942285135,Community
1265460604,
1922110279,Community
1811980360,Rising Stars
1528048139,Community
1750337135,Community
1780670927,Community
1710902382,Community
1578522009,Community
1326057449,Community
1114964228,Rising Stars
1386600443,Community
1891755443,Community
1679503270,Unstructured Experts
1346219946,Community
1316906324,Community
1669411799,Community
1194765859,Community
1285757856,Community
1649390378,Unstructured Experts
1548240732,Unstructured Experts
1386615391,Unstructured Experts
1639279474,Unstructured Experts
1629028105,Community
1023033255,Community
1831154723,Community
1609982727,Unstructured Experts
1295738060,Community
1760421184,Community
1275578841,Community
1558304600,Community
1396767893,
1841226628,Community
1376591073,Community
1922048628,Community
1376516245,Community
1558312165,Community
1639288723,Community
1467532366,Rising Stars
1376655936,Unstructured Experts
1134285844,Community
1922029354,Established Experts
1932118122,Big 3
1275573867,Community
1295830834,Community
1316911845,Unstructured Experts
1215973896,Community
1164470647,Community
1942218276,Community
1598857799,Community
1992773550,Unstructured Experts
1104894872,Community
1376503599,Community
1851484562,Established Experts
1225096357,Community
1396753307,Community
1710093620,Community
1386693125,Community
1093724791,Community
1215020755,Community
1952348120,Established Experts
1356320311,Community
1396782736,Big 3
1841291929,Unstructured Experts
1649328709,Rising Stars
1609882414,Unstructured Experts
1568430593,
1750423539,Community
1790715167,Unstructured Experts
1942498928,Community
1356320014,Community
1689764102,Community
1689659641,Community
1053371450,Community
1144313875,Community
1952378127,Community
1972578540,Community
1891741369,Big 3
1043326937,Community
1104861699,Established Experts
1427093657,Community
1063485050,Community
1306847181,Community
1194791814,Unstructured Experts
1750471793,Big 3
1932144730,Unstructured Experts
1710931423,Community
1861464679,Community
1881618304,Community
1669444147,Community
1952342131,Community
1548231772,Community
1881611853,Community
1245318245,
1447292966,Community
1275502536,Community
1679577100,Community
1386687077,Community
1962403378,Community
1699818120,Community
1982698288,Community
1720143084,Community
1942263892,Community
1467560201,
1164436291,Rising Stars
1760597652,Community
1669408282,Community
1326158882,Community
1659350783,Community
1174639181,Community
1013206770,
1609961853,Community
1568451672,
1225064702,Unstructured Experts
1619953338,Community
1740279561,Community
1063509198,Unstructured Experts
1083642490,Big 3
1467403600,Community
1740492719,Unstructured Experts
1265490692,Big 3
1316011661,Community
1518905405,Community
1467457846,Community
1437130044,Community
1700986718,Community
1477508893,Community
1417052754,Community
1548241235,Community
1295724524,Community
1558393132,Community
1427034792,Community
1891767562,Community
1548293822,Community
1275543001,Community
1548347651,Community
1699700914,Rising Stars
1295726891,Community
1851375604,
1164412144,Community
1609839844,Rising Stars
1487641262,Community
1144308156,Unstructured Experts
1134148075,Community
1164623500,Unstructured Experts
1801885777,Rising Stars
1558452425,Community
1982641148,
1952397713,Community
1437195815,Established Experts
1952408809,Community
1154483402,Community
1134108772,Community
1790736858,Established Experts
1538387873,Unstructured Experts
1972598100,Community
1053442194,
1699841098,Rising Stars
1326139080,Community
1700895018,Community
1598705287,
1679741839,Community
1659313898,Community
1740481399,Community
1891765533,Community
1962945014,Community
1285747824,Community
1013957133,Community
1649248576,
1730115676,Community
1336275197,Big 3
1992892020,Community
1316994288,Unstructured Experts
1699707638,Community
1215904602,Community
1346227675,Established Experts
1861495012,Community
1912065616,Community
1518915305,Community
1669506663,
1952375321,Community
1699779108,Community
1982664405,Community
1194790006,Community
1629158068,Unstructured Experts
1578675013,
1740360189,Unstructured Experts
1992742217,Rising Stars
1093895724,Community
1144285529,Community
1831149210,Community
1194713933,Community
1245378124,Unstructured Experts
1295822757,Unstructured Experts
1982666848,Community
1538251319,Community
1831155993,Unstructured Experts
1538151865,Community
1477544476,Community
1578571816,Community
1558345793,Community
1134141484,Community
1174856215,Community
1790761559,Community
1962413492,Community
1013946516,Unstructured Experts
1508821174,Community
1376589093,Community
1477508372,Community
1730296716,Unstructured Experts
1952370553,
1770549826,Community
1992754535,Community
1285851436,Established Experts
1962429563,Community
1104892843,Community
1871532473,Unstructured Experts
1891793733,Community
1265506448,Community
1578532271,Community
1942262282,Community
1023000478,Rising Stars
1558429621,Rising Stars
1558429621,Rising Stars
1447320403,Community
1275593923,Community
1578501573,Community
1568466928,Rising Stars
1700841178,Community
1619929411,Community
1912916891,Rising Stars
1952353799,Rising Stars
1447282017,Community
1588629885,Community
1285736512,Unstructured Experts
1194779850,Unstructured Experts
1861457491,Community
1780774281,Rising Stars
1063647832,Unstructured Experts
1932151214,Community
1780791582,Community
1851342828,
1952323727,Rising Stars
1114014891,Community
1275505067,Unstructured Experts
1245263441,Community
1801881164,Rising Stars
1205852779,Unstructured Experts
1679509814,Community
1619049053,Unstructured Experts
1245215441,Unstructured Experts
1013967934,Community
1154313401,Rising Stars
1194784678,Established Experts
1144342320,Community
1811965148,Community
1992746929,Established Experts
1699855635,Community
1700856804,Rising Stars
1881625572,Big 3
1598858680,Community
1275560831,Established Experts
1477593846,Community
1679665673,Rising Stars
1326061862,Community
1356395719,Community
1538120092,Established Experts
1578669743,Community
1194815662,Rising Stars
1255356762,Community
1093738700,Established Experts
1497851042,
1376587832,Community
1629168190,Rising Stars
1720044134,Community
1952470569,Established Experts
1922018548,Unstructured Experts
1780753186,Community
1922051762,Community
1497712939,Established Experts
1598799769,Community
1447218334,Established Experts
1639184153,Community
1992767396,Rising Stars
1104807239,Established Experts
1699796946,Community
1255401394,Rising Stars
1629038518,Community
1356327191,Unstructured Experts
1073570768,Community
1639138852,Established Experts
1982672937,Community
1265439095,Community
1780679092,Community
1114917481,Community
1497719538,Community
1962400770,Community
1174628341,Community
1316046162,Community
1689631434,Community
1861459364,Community
1558337196,Community
1396843470,Established Experts
1255388310,Community
1689690737,Community
1619067253,Unstructured Experts
1043309909,Community
1538151394,Rising Stars
1154313542,Rising Stars
1780695825,Established Experts
1679678791,Community
1750325163,Rising Stars
1043314784,Rising Stars
1063493914,Big 3
1063452779,Rising Stars
1417979451,Rising Stars
1972558807,Community
1932164977,Community
1174626683,Rising Stars
1780795773,Community
1639232788,Rising Stars
1588663942,Established Experts
1982821047,Established Experts
1215918123,Big 3
1659393817,Community
1497705859,Unstructured Experts
1528083409,Community
1962439406,Big 3
1245332881,Community
1578593232,Community
1083663306,Community
1073509527,Community
1255336236,Unstructured Experts
1275645541,Community
1568458115,
1518938695,Community
1003806928,Community
1003869256,Community
1780609131,Big 3
1487744421,
1861453698,Unstructured Experts
1780799460,Community
1053374207,Rising Stars
1669426003,Community
1568431328,Community
1326047028,Community
1245238120,Community
1881648970,Community
1548476385,Community
1144269176,Community
1134286677,Community
1639112386,Community
1649252636,Community
1861462327,Community
1003907080,
1386694388,Community
1477616944,
1013022037,Community
1184793887,Community
1578573648,Community
1053513721,Community
1376537548,Community
1710940721,Established Experts
1922115609,Rising Stars
1588734933,Rising Stars
1831139344,Community
1801831177,Community
1013007483,Big 3
1295749224,Community
1942325857,Community
1518062041,Community
1265597124,Big 3
1609855428,Community
1790998680,Community
1376617175,Community
1063581668,Community
1558339002,Community
1437264892,Community
1427053982,Community
1568422780,Community
1447333075,Community
1447242268,Community
1538253570,Community
1144265521,Community
1811044167,Community
1518939214,Community
1730144304,Community
1043293079,Community
1316943376,Community
1215974712,Unstructured Experts
1477501856,Community
1093996092,
1659366714,Community
1962424440,Community
1699847921,Community
1831198704,Community
1538117650,Community
1295780849,Community
1639171283,Community
1083637680,Community
1689636649,Community
1942383260,Community
1255604849,Community
1255369765,Community
1902871759,Community
1154498665,
1215041942,Community
1033115746,Unstructured Experts
1801844212,Community
1528014313,Community
1518994524,Unstructured Experts
1306870258,Community
1346227337,Community
1568550408,Unstructured Experts
1023139896,Community
1760406136,Community
1629170840,
1487614913,Community
1679504393,Community
1376899203,Rising Stars
1457345324,
1407933401,Big 3
1396835864,Rising Stars
1588757421,Community
1083683619,Established Experts
1306820717,Unstructured Experts
1861585903,
1306954516,Community
1679523120,Big 3
1023090875,Community
1558457416,Community
1902804123,Community
1366509226,Big 3
1144266982,Community
1851369334,Community
1447280789,Community
1790779270,Community
1952484388,Community
1225143274,Community
1801870522,Community
1750336665,Community
1528138963,Rising Stars
1992774558,Community
1114179991,Community
1740290402,Community
1548371503,Community
1477571065,Community
1013929389,Community
1427070895,Community
1053568915,Community
1215903117,Community
1669493516,Community
1407948037,Community
1902986441,Community
1598753675,Community
1376510560,Community
1811959653,Rising Stars
1730398140,Community
1891919098,Community
1902005762,Community
1336160258,Community
1518262450,Community
1093829657,Community
1033172259,Community
1457335044,Community
1972549301,Community
1962461335,Big 3
1043205388,Community
1841216942,
1801071691,Established Experts
1760509210,Community
1588642698,Community
1225014384,Community
1558577106,Established Experts
1720036205,Community
1801858519,Rising Stars
1932254133,
1447220009,Community
1669421434,Established Experts
1346289030,Community
1619977964,Unstructured Experts
1982686333,Community
1902870959,Community
1255351854,Rising Stars
1447299946,Community
1194819748,Community
1508874736,
1730340977,Community
1730145327,Community
1215973359,Community
1255417242,
1376561324,Community
1427167261,Community
1144303009,Community
1881661817,Community
1235161472,Community
1447393251,Unstructured Experts
1952410789,Community
1194807784,
1386692101,
1326158866,Community
1710999727,Community
1285710871,Unstructured Experts
1174695456,Community
1336186659,Community
1003926189,Community
1154380954,Community
1831191378,Community
1245434588,Community
1043287659,
1588602247,Community
1518137843,Community
1699970368,Community
1457462418,Community
1194895649,
1487661955,Community
1336259852,Community
1477578607,Community
1760492078,Community
1730298910,Community
1912907650,Community
1700849411,Community
1467528646,Community
1922059609,Community
1750329512,Community
1114957370,Community
1891751426,Community
1295842649,Community
1164509097,Community
1295732196,Community
1912147943,Community
1679597926,Community
1912998030,Community
1326004540,Community
1326356114,
1871779561,Community
1477530327,Community
1417981523,Community
1073626016,
1841226669,
1194059030,Community
1467426387,Community
1992806772,Community
1447278478,Community
1790782209,Community
1013960558,Community
1285625160,Unstructured Experts
1447255427,
1639272776,
1326120718,Community
1750331948,
1215977467,Community
1710029277,Community
1235113580,Community
1174565022,Community
1619083102,Community
1265432330,Community
1184692766,Community
